Current,Voltage,Speed,Temperature,Range,SOC,Remaining range
151.611616023206,385.4268875186116,107.21000179852071,20.654931897358598,330.6017885163019,83.0,274.39948446853055
169.27471631864793,446.2509789423599,98.16935413993326,34.6150353892867,343.73933130276873,68.0,233.74274528588273
54.36145240071348,405.968816203002,57.92488143161492,45.18031265774624,355.69098984324614,43.0,152.94712563259583
76.66386065535869,306.56232120549396,32.08551758836281,27.002172799110514,308.4901132433343,15.0,46.27351698650014
181.23916179165755,347.3531805500067,20.124881659391388,49.23929409306264,279.4419960297566,50.0,139.7209980148783
161.7398116052927,332.7948545609482,149.8198324110155,33.90648762549778,301.340191483319,29.0,87.38865553016252
126.21352448422573,334.7973025420374,73.81329829675812,31.80308729835855,291.4011028682352,1.0,2.9140110286823524
69.25008527416526,413.74343515854486,120.0948123856866,40.031313352840456,352.3404064669791,23.0,81.0382934874052
122.64263576796631,332.20386085169105,76.55391800278781,45.49732064240885,297.3121810588241,65.0,193.25291768823564
127.36602317742972,444.8204624227417,23.54202938807928,39.862257144043085,353.9289573829939,14.0,49.55005403361915
96.68969951365767,336.90742292004217,140.81530106186938,45.78176695455478,302.4238240136026,2.0,6.048476480272052
56.84923138981858,307.0693615822925,49.10150381582205,34.93459901543788,285.06389095586974,9.0,25.655750186028275
115.65209901231493,445.182476659842,66.8914536210129,48.8436339896894,357.7168394894141,97.0,346.9853343047317
64.38269148770617,352.9251366981924,67.98291474275523,48.19653875537439,309.1419845802244,73.0,225.67364874356383
56.78151678615403,358.88561629825807,145.06784161863095,49.70428394094856,345.17654316539176,17.0,58.680012338116605
152.72430780006917,413.89427860955607,91.0655659251131,45.15079435210683,337.56750360697845,38.0,128.27565137065181
177.37861178113687,350.36246569840824,141.7542486384158,35.15772427305086,297.7902680837834,31.0,92.31498310597286
68.7810774790043,407.8837619511626,89.85844233205808,46.32690999062814,351.9027304240309,53.0,186.50844712473636
69.35960108177542,366.22261682056194,66.99481577506981,27.502679561439177,321.5718086478963,1.0,3.2157180864789634
120.95900031134848,405.39712699851844,85.47879385157745,42.61531917588958,354.21268889022485,44.0,155.85358311169892
79.63377637480087,422.8313866907787,109.77567306843147,32.03132340345736,347.48323758452307,49.0,170.2667864164163
167.2434123240389,429.91104671480105,115.96903436806873,20.57552558940045,357.3226288989503,78.0,278.71165054118126
141.11207947129873,333.5274900796148,117.37846702893661,34.48792094125415,314.597811781024,72.0,226.5104244823373
116.5250141415363,362.74419644671576,42.621410479229525,46.62630706618171,299.3849148773381,96.0,287.40951828224456
197.30436628698553,403.51623667611074,39.426923291504394,42.3597929193529,316.82334760172216,55.0,174.25284118094717
156.3433120709198,320.4559112796577,29.357943575291582,36.722189227030825,277.1532906766132,42.0,116.40438208417754
82.80956231329904,368.6543080308502,105.16224594002836,43.98857008258926,318.24903525507773,55.0,175.03696939029277
75.12324472138674,354.0956374791363,21.49972087802652,36.6457411261153,306.9348335553726,68.0,208.71568681765336
130.81482096495307,330.1899529467167,73.66864445059105,21.586958400799453,294.5828948907464,41.0,120.77898690520603
97.0131182346918,303.02497256565147,76.93238543186077,30.659198298128835,279.69307464796896,90.0,251.72376718317207
186.73054960780664,356.23127262284555,48.88755414892435,46.080209075442795,291.70298253907987,23.0,67.09168598398837
62.938351965386296,412.17618777459427,89.04123765548033,31.1297798809076,354.6382692597197,30.0,106.39148077791592
97.11110447699204,311.5070493251335,24.101975854820502,40.87272398272364,282.6218169331797,19.0,53.69814521730414
82.87060427965038,355.57704891163746,42.08977910419675,37.71608768190379,323.02253742624373,30.0,96.90676122787312
160.4999344276447,373.2881707436409,120.06116668422705,46.90903210127384,311.4389366393837,67.0,208.66408754838707
174.28105474205677,323.83030159772176,90.69575158583451,31.015268208898632,290.23117237403784,65.0,188.6502620431246
161.68466944287638,317.3381740880709,36.29767051175904,24.779357251443376,268.62136699636056,16.0,42.97941871941769
76.63055569040708,327.8847334124075,57.39947479300767,43.81695727127668,302.3213537150506,14.0,42.32498952010708
178.7679793780595,329.46477794397595,40.31408710961324,44.18461233358218,268.30336826315084,54.0,144.88381886210146
50.8268617855386,429.2295905911378,123.19798516013972,21.250811534682697,366.72404054547775,39.0,143.02237581273633
103.64647546119618,389.9410053220551,91.32977427015315,39.1947884643246,322.4895159024887,63.0,203.16839501856785
192.97223734022816,357.06628009123864,23.48583370403255,40.83710310754822,290.10001738028024,19.0,55.11900330225324
191.26645791203043,436.0475932048355,107.80314560114553,34.592133977863014,347.4663327429171,84.0,291.87171950405036
53.45735190156937,418.91823777975617,101.64453990959825,35.16454061543249,329.36398167566466,78.0,256.9039057070184
150.9523995540746,305.48826005574193,99.10663425563811,30.64598118726517,279.46095749010095,55.0,153.70352661955553
74.6171500158502,341.21572707098153,135.38872243534442,37.27768819885092,304.2904287945065,23.0,69.9867986227365
135.2198555458193,408.2771535151466,43.31398278579614,42.274557920588876,330.1688488667907,32.0,105.65403163737302
86.31844350496826,365.50039169101376,79.13449270019663,35.7957183183136,319.86797006007396,96.0,307.073251257671
73.67838712527383,417.3461632188316,110.9713021655773,46.50382041227428,342.99912332187694,5.0,17.149956166093848
125.53442322736885,312.7107750549777,129.81151659405978,24.308488299753705,292.1283344074475,62.0,181.11956733261744
135.76927196423512,422.40981853198355,68.57575487749793,23.863814930924196,345.9203941855518,37.0,127.99054584865416
120.49286199577296,344.86165979103686,34.974515537155966,46.17772592450373,292.5560577185895,8.0,23.40448461748716
126.22508607315523,328.71000609992245,34.04266985152767,39.58694360103763,305.4887097972299,62.0,189.40300007428255
98.56274148675183,341.5761284854439,26.44849361857077,48.756009727692216,290.2836195306609,7.0,20.319853367146266
182.9747532890153,359.4098699842339,103.5580338270027,44.24184498759458,302.75221441032903,29.0,87.79814217899542
87.77532661923429,319.4975307694872,23.489449090024554,37.00049481525204,301.5626372834885,49.0,147.76569226890936
179.31317186933993,387.55634575690806,108.53316674420101,20.24354525742626,317.9753128841378,26.0,82.67358134987582
145.27942842912356,397.4336130513381,120.27479703312318,43.41511509323451,319.9754258759224,30.0,95.99262776277672
154.58347699280472,332.19724239311086,28.375802100237266,44.31088526294739,299.87441208563104,81.0,242.89827378936116
54.56803905134684,417.3324647330455,44.63475172650308,49.123789795538045,348.62760893083185,80.0,278.9020871446655
148.59669538942063,402.7089372723805,95.18491323299521,39.37834420265713,345.5355332050878,23.0,79.4731726371702
199.8983632458426,364.0292025160545,92.09392695666345,29.02845054959956,304.0994137081042,62.0,188.5416364990246
125.98182133150168,402.706020571781,73.83761887371503,24.582492368918693,325.3757001092503,31.0,100.8664670338676
189.89686273911525,415.81681005752716,52.31638622896681,27.82090379244863,319.9703813366236,13.0,41.59614957376107
116.12043027660593,390.0399108049205,93.80275880008399,32.14310642485481,348.81026730073927,77.0,268.58390582156926
80.00429772169254,366.42246117033005,111.91027230862626,28.63076860110543,315.90374435121976,40.0,126.3614977404879
170.57803523162065,336.07812941883526,38.52958945709251,24.563198623149884,300.8581145269077,2.0,6.017162290538153
171.1508088827339,315.897433030311,49.788251610675864,37.70821505816686,288.028833674443,64.0,184.3384535516435
58.69293073584668,319.64575882620653,123.12561644017583,20.620200440488812,306.4643007700478,55.0,168.5553654235263
168.54590525282745,408.4803148660315,125.448513680057,26.6998801038881,330.13220044029754,25.0,82.53305011007438
117.50625180167913,379.06493865153504,120.73661629681209,28.588393706027134,333.5068444569515,27.0,90.04684800337691
177.68161947921132,304.21251732102627,144.2506160908029,37.526775477648314,268.4787615390471,90.0,241.63088538514242
104.36252963485867,354.72243036915944,107.75687052009542,36.189103261914624,301.2825285845401,80.0,241.0260228676321
80.36414395769471,352.73239186786486,137.6476105701845,47.08514552237585,326.1105150249732,4.0,13.044420600998928
180.8284159244448,337.45937536674387,81.96622529210865,36.7672307662847,289.9571536071054,75.0,217.46786520532905
140.40619967033408,330.68431183526474,57.587888655323816,47.23178157359975,296.0233527523035,71.0,210.17658045413546
174.77791062733496,441.19322178750485,58.842242149056275,37.925639086826266,339.55727025205124,68.0,230.89894377139484
54.309893928326645,442.02679764807795,89.70857174756087,21.860700148917946,352.53280353753024,52.0,183.31705783951574
155.6444930902589,400.77939726152044,31.03496797454181,37.16716982236961,331.296171943458,34.0,112.64069846077571
164.44938674642285,332.5903592587906,131.93584596146786,43.74736303137887,286.2118190932146,99.0,283.34970090228245
109.39057744380574,448.5713688953689,67.43895159253516,43.97135097260275,342.1456647626701,60.0,205.28739885760206
79.01543936168459,386.85401050841574,83.53207918580964,41.82302623444262,329.0681721422695,28.0,92.13908819983546
75.33846208311732,403.79198683619944,95.76337547019493,24.077696706205856,321.1856885084392,76.0,244.10112326641382
183.42437571160434,416.52792348151553,123.31662923874616,43.02101695649263,349.3979160881337,81.0,283.01231203138826
159.64131321237232,424.83554374344675,128.98060617921567,47.76734015245244,356.2545421045281,100.0,356.2545421045281
183.0791055730736,371.210668934773,137.3502561718962,26.304486992137527,294.7628695651201,72.0,212.2292660868865
90.0566549926765,411.7017218103465,37.377202888826304,36.12399255847499,320.9666933938529,34.0,109.12867575390999
149.57290219983418,329.18108132816053,88.29040904847886,34.79254123773696,282.3342958136421,81.0,228.69077960905008
115.24805704264612,339.16747811742255,130.9284285655209,33.13538212757433,308.6634168002762,61.0,188.28468424816847
127.2002756316204,402.3237106186457,87.18376571909592,21.101318581849416,334.5157385807346,98.0,327.8254238091199
134.80970532339586,312.9939849411807,83.09291559717923,25.46806316107136,282.79436390696907,11.0,31.107380029766595
55.17725256791684,440.8500886695602,102.46373491179764,43.530071780387665,365.91293713251423,5.0,18.295646856625712
180.85796166300733,381.32881013130304,72.80392439465936,46.74700973665245,302.09631863193755,32.0,96.67082196222002
102.51131446629668,358.88079619866244,138.18022955847084,28.74724291618715,323.259780551628,44.0,142.2343034427163
130.83520143581603,408.05726257879684,108.22931991729534,35.27296679114213,341.2109165263023,17.0,58.0058558094714
51.11133019866398,387.9397794241382,93.10830727917141,41.87226618017366,335.6739986681882,10.0,33.56739986681882
57.34331986269186,425.12009438533994,103.3018470466085,28.987814777604804,362.4720649991251,74.0,268.2293280993526
189.9952691983652,327.92391551405655,147.29218256485208,38.76500573707409,296.0919705395168,37.0,109.55402909962122
81.81542823381776,311.9132434525587,115.96757493433,34.861119674895214,306.91933774012824,70.0,214.84353641808974
158.7261037667647,352.58607223132003,46.16915409064946,24.7276666861251,294.70840323189105,25.0,73.67710080797276
109.70827355275878,440.8890397211609,72.31728467298068,20.176167931714247,343.3830390532367,69.0,236.93429694673333
160.41211016874996,395.1344980970148,59.40425259870178,37.69629502535858,308.0038158913538,78.0,240.24297639525594
147.6706501099257,385.30806107947456,62.10155823828401,36.65483778413176,320.7069873124693,75.0,240.530240484352
188.75529820811863,384.4570831531868,76.12988368711524,49.82672584314292,307.73676363077146,55.0,169.25521999692432
142.11628140335546,364.2147111709784,148.7277320001809,36.66748373312167,310.73294566571786,59.0,183.33243794277354
55.56381492345198,323.47253327878,23.007106759276247,46.92745680398857,277.40246481526316,98.0,271.8544155189579
67.33645709924579,338.36332628599257,22.53092404811653,39.07161140082346,297.71608781961106,38.0,113.13211337145219
163.46663495382387,306.3390643251599,87.56794287990184,39.009445136903935,276.5984866366208,97.0,268.30053203752215
117.76682365236198,334.33416725815516,38.17216726605369,25.242906326424507,289.3996975282018,35.0,101.28989413487062
140.70125665085934,416.92065820894356,65.37124304391864,31.55630582231897,319.2078103830501,13.0,41.49701534979651
179.55590825235925,444.43622845544496,71.98593638183891,43.79143796709427,325.19295901907145,37.0,120.32139483705643
125.05721938118073,347.04219065519396,46.984080697096,49.01559664907214,312.2194492578625,3.0,9.366583477735874
172.5424872417525,389.63130277152356,135.08119470818,31.344953397011004,322.1154685071412,5.0,16.10577342535706
147.37082195038278,349.45613469323035,111.676064030295,44.22667718634677,299.9723295889926,68.0,203.98118412051497
118.78874374034875,392.05182041626637,51.2388997106558,33.074039734875186,329.3948692404578,32.0,105.4063581569465
84.34475886636267,343.3976925246498,112.05436229443137,22.82294390266555,316.65811456855715,63.0,199.494612178191
175.43709321248133,415.6011039410879,33.28387025591527,34.997734749189725,321.58213888622197,39.0,125.41703416562657
126.55743683294709,328.4140044934027,94.60459062534922,22.038708714227962,298.946794656303,66.0,197.30488447315997
54.007535262258024,308.7758032664543,100.82154818609834,20.027162991293867,311.7427514889923,17.0,52.9962677531287
73.19252840110678,412.8784625727908,141.754728061141,38.42277253528809,348.66400955337804,81.0,282.4178477382362
186.30224693134343,314.894065551057,74.95428875262343,24.397500076446338,264.2500364387386,6.0,15.855002186324318
55.28853051769023,309.50771714883615,135.9482502065417,47.38502671292928,313.1449666570263,50.0,156.57248332851316
120.73397371735429,399.6401788842645,103.26220465964106,43.82326579228523,325.5553078531146,16.0,52.088849256498335
61.83223869850754,335.1180829077502,32.11586523959443,42.44133014131589,316.5719198565826,19.0,60.1486647727507
130.97823268840335,424.4854792339666,21.443197882197314,24.349519611579105,327.334514575187,58.0,189.85401845360843
154.27082898565243,309.393600331371,31.301404157602462,32.615605638862064,266.608066930613,32.0,85.31458141779616
57.79461562131621,434.3377278246452,59.120302673823446,29.35987667275947,371.49933592585865,84.0,312.0594421777212
190.78359265704597,376.0404188531674,77.37809452446288,29.29136671788505,302.4860536449738,32.0,96.79553716639163
114.63250219265062,437.3419186955409,113.2271622010889,40.49435733761185,347.1430283232499,5.0,17.357151416162495
195.73453780264074,402.43679359829866,48.71970980598675,23.68554151715575,307.4178944582915,80.0,245.93431556663324
106.47399558921367,340.44240784013635,45.26644045025809,49.326758928809255,309.936430994978,23.0,71.28537912884494
136.77267225340287,447.89408028959906,31.510166808641106,38.88505267542743,362.2846160564981,87.0,315.1876159691534
91.55762116259417,406.44622989841605,56.85535139879716,29.368762673744016,355.2118961525078,46.0,163.39747223015357
76.837305552723,369.4412844944281,149.31153646948204,29.509118727660493,348.5564509067887,32.0,111.53806429017239
126.74814168884781,417.9056785993217,66.70999438588073,41.67228919116898,328.4196748595945,2.0,6.568393497191891
199.67214335842462,443.27560633973883,111.5984839274828,34.49846259102998,342.55469502882414,58.0,198.681723116718
126.24910154137355,375.1452211204118,48.71593689023677,26.372558748663067,308.5161750491175,23.0,70.95872026129703
101.00699683453905,432.03036133227636,100.68319894264351,45.475423279958605,349.467248777108,85.0,297.0471614605418
78.18055366154519,364.6211620423128,103.8393015848819,39.54980713679579,327.604283054012,5.0,16.3802141527006
56.52762224603058,307.9539820245648,147.43252377448272,33.386355093556965,308.1138694629878,7.0,21.567970862409148
133.11369188269975,444.80959516155133,143.25130003507348,22.001975202961958,380.1557654237832,67.0,254.7043628339347
122.55139155746308,333.03977864028366,75.89020265765063,44.09847506020735,295.89747023963037,39.0,115.40001339345585
178.89208236168844,348.2600594832627,142.98077784141614,28.094547269982602,295.35564863450475,43.0,127.00292891283704
111.18566273442964,378.19469165087037,77.48917655782688,25.493980606286573,342.0215553697958,37.0,126.54797548682446
89.18347925915515,354.6408579036158,125.32900846435648,37.063997952661126,323.97320442402923,67.0,217.06204696409958
199.71905421779996,423.17621528401634,133.68654211814092,43.14178955622807,326.30459064762374,13.0,42.41959678419109
169.7826840712562,444.27333952399925,25.09682678386998,43.883939221479736,327.29894158138035,6.0,19.63793649488282
59.41078187549827,362.06939493537374,129.24629549146084,20.39931761584314,328.8441315472403,6.0,19.73064789283442
97.37069227897814,303.4667514514157,49.465707213239554,44.0931659575522,280.30389511166857,70.0,196.212726578168
62.41703242319179,319.7538639767279,70.73806939342408,44.941988634768364,308.82767626073775,47.0,145.14900784254675
161.82749621426075,401.330606803249,106.63664367410807,33.78523824835614,326.0101833713465,25.0,81.50254584283662
87.96489829354582,418.06990113966475,142.58312653939578,46.75764025923269,356.4608626190802,23.0,81.98599840238845
102.63479037508705,445.1572976163608,46.4901512616885,32.87826614058197,374.285015087471,100.0,374.285015087471
148.42937847195412,394.8413764658941,72.38537208530511,38.1358025936818,334.597333778486,32.0,107.07114680911553
175.19560402516953,363.6199106318815,24.89502199245342,33.84340766719859,301.0292556661599,82.0,246.8439896462511
158.24396502445938,372.1603260105158,65.22140151070656,43.30414322331387,319.7645043751051,21.0,67.15054591877207
110.88115488203755,324.6951094031695,141.33234715992378,49.13363755497919,292.1103375429034,21.0,61.34317088400971
166.4658051730553,422.4069738451418,75.69555362662103,25.010150370228615,342.0818467167019,56.0,191.56583416135305
108.2180365771994,390.8170902076587,38.22018707798189,32.12104495759917,329.5537309677565,36.0,118.63934314839234
149.52757104030545,398.7765321507567,110.99584447427524,20.60515392037561,323.3426972192996,39.0,126.10365191552687
77.29871173500092,428.6231630112689,83.43781064175155,22.26086525087034,370.29272596390103,39.0,144.4141631259214
177.13939939271143,434.88558111922634,41.04017545529237,27.023471254475126,331.0732077413827,14.0,46.35024908379358
175.04054149308075,404.353614766846,146.42300331940191,47.812804167706645,325.86521115559225,45.0,146.63934502001652
119.64976396447057,327.34679887973476,105.69339635760505,30.176184137066997,315.0292053198424,62.0,195.31810729830227
83.75043700395824,368.65207390672714,54.68742867999642,34.12885264145666,309.4774516099534,99.0,306.38267709385383
50.899925212965016,340.82654730851687,76.59354609209822,26.381362942035558,337.54000080103475,25.0,84.38500020025869
131.08957291812908,338.44034645304487,107.59522155669974,34.012088958488256,289.3473018238874,4.0,11.573892072955495
126.37963697635354,336.75407034103233,47.81218764007441,20.39746555648964,296.85477994824976,2.0,5.937095598964995
57.007548922443355,336.78926145983496,147.11163999700358,44.92093567331067,313.17857856056037,6.0,18.790714713633623
135.38529019444735,351.981969495418,37.27852915621959,31.897622179115288,292.0079379789492,17.0,49.641349456421366
197.12997349148793,395.6038165221789,30.59872376869697,39.456871865447795,299.15752946383134,58.0,173.51136708902217
171.14096829380532,325.527997778975,100.58644419026349,46.562661825565414,282.22407000600725,15.0,42.33361050090109
138.5392649404615,394.8486526880446,128.87981117630204,35.87364608534374,340.3994788956799,34.0,115.73582282453117
168.35161518090416,370.2194276375194,26.576901107786327,43.25449787377002,312.09045688345725,74.0,230.94693809375838
166.60897313702827,385.36847883519897,68.27487787381062,21.778669039506607,303.5593118503276,84.0,254.98982195427521
117.22263675587374,315.44481645900197,52.46525747397824,20.470309640221608,283.2634635978988,2.0,5.6652692719579765
109.29770792847214,321.44760900675465,85.18562653970496,27.464660711367152,285.34052720724105,9.0,25.680647448651694
144.54357103399892,439.8932975391729,33.32823557786301,36.232229473627484,365.58045165899455,86.0,314.3991884267353
64.79496714649652,449.49522921557224,91.29946153694249,26.263336658120416,362.2908114487875,68.0,246.3577517851755
78.61813618977429,414.7507759912658,126.01745554696191,43.935484460195646,341.89315145834803,88.0,300.86597328334625
62.83333331091656,356.40191573859715,140.7261427183381,33.491011280093275,321.53849578502997,14.0,45.015389409904195
199.65264817688438,347.86309226496576,149.48603143874197,45.65046602191143,310.20539059714866,16.0,49.63286249554378
171.07466830128857,379.00812244390715,80.43426906060904,37.159846826642614,328.09583379829104,50.0,164.04791689914552
117.9977834077708,377.76642449490294,115.15617126429923,23.23159461464403,326.1148523181643,55.0,179.36316877499038
77.08361238825654,316.00367592127316,46.25339388665012,45.51317962832179,286.3809933274266,90.0,257.7428939946839
50.66360855876354,333.4231129888837,78.22721787841867,27.248013599082107,310.69916512281355,73.0,226.8103905396539
152.19717271130475,364.80372163112486,25.960338692368765,40.51541185761985,289.4257059714561,87.0,251.80036419516685
116.41723728157521,372.45225299314274,95.57462562816858,40.415091129922565,313.1197474169349,61.0,191.00304592433028
193.3949679493636,380.6607986462663,99.53673134570566,26.129133768386367,327.21906940369905,20.0,65.44381388073981
130.00324583483732,372.033717403526,82.59782826683445,45.14270478660517,324.60645825942817,26.0,84.39767914745133
70.09358640329205,393.95026941989164,50.406714322878514,32.77084393519887,334.99350257533797,76.0,254.59506195725683
145.78435359097813,404.0947324621378,131.43841032045347,44.80570331509998,321.4371083912059,64.0,205.7197493703718
55.11997791459362,434.4871789935979,33.51629742992885,35.894978415388366,356.5974721791272,75.0,267.4481041343454
126.36471082429921,386.9491047814272,25.35893557800714,48.03449706249273,318.34646476275225,7.0,22.284252533392657
173.73529112107144,423.4827101422419,75.91430633187952,42.96828955386684,337.0695415784758,74.0,249.4314607680721
115.38631083354049,382.5007451668207,131.26449664474904,29.42629818381161,333.04998259344944,33.0,109.90649425583831
120.36577473852458,350.38890640489717,64.1731960845872,25.55200706737601,313.36569916334247,72.0,225.62330339760658
187.68362667678662,314.81130677409146,110.20956122558056,23.321637051928963,275.8832699857723,62.0,171.04762739117882
158.54620230938767,445.79710128691164,148.7033682439888,27.49173918361906,360.0502467526883,86.0,309.64321220731193
133.86955541739007,449.93622298352886,40.1713355212334,29.68348589861641,345.661885507865,71.0,245.41993871058418
61.13927401715446,348.11556275825114,87.36679794846955,24.692417533092105,329.65631109454154,76.0,250.53879643185155
161.57598046971154,363.00237780616004,122.05284914231541,40.348215123652665,301.70011188163517,54.0,162.918060416083
101.17040753538973,324.533164837366,83.36322562179612,31.7613532917211,292.47816705359674,63.0,184.26124524376596
178.6169948412764,445.82898172830664,24.643750692652517,30.9880878578185,353.8552661123405,38.0,134.4650011226894
142.33726047161966,375.37992022096853,138.63269179081564,34.874269656591466,322.92211602929115,4.0,12.916884641171645
115.9377064513694,342.5882484634062,65.83440346357938,23.733990244209807,310.86304185444465,1.0,3.1086304185444464
143.3750472435227,430.421813594896,103.84962672175077,47.42906794852158,344.1290391771773,59.0,203.0361331145346
69.90845699112087,316.31029309562064,118.61084200488447,33.37525873057605,309.11080370723914,98.0,302.92858763309437
107.84718134576303,389.2746269628541,100.05011461763065,29.003500987426975,339.209327573042,93.0,315.4646746429291
190.8815071179927,431.2912928599108,57.447406022981006,36.734894996260294,330.3234116656923,75.0,247.7425587492692
130.99952852331108,392.3294447509553,66.86753376726084,42.50651657245422,322.6499343189092,74.0,238.76095139599278
130.87284259068997,423.2739829283488,101.3961888497906,24.42498165889606,339.15451640772886,11.0,37.30699680485017
85.95719326703136,352.6602351630036,125.66753413837279,39.376712641892844,327.9368270139681,49.0,160.68904523684438
141.685307848844,391.7083832088635,97.39050426077141,41.14373888224148,336.8632183425324,29.0,97.69033331933439
78.88838964449214,379.3793834186911,98.50785884050876,41.1444089897944,339.7069988430221,91.0,309.13336894715013
193.87104050322932,314.0913674262076,103.60133677935964,21.10785875463261,288.27884630721167,22.0,63.42134618758657
90.5406441282876,429.108305374004,20.0594506287777,38.22682853353813,348.43302421331987,71.0,247.3874471914571
136.94327038499804,410.26125301418716,74.22484892007407,49.06680060698886,324.5726008721025,4.0,12.9829040348841
166.07529370718748,413.7168861114092,69.29853547314053,25.87645876555712,317.55747327006367,5.0,15.877873663503182
154.4639312852318,419.8462932282005,102.18840355149159,44.00145316156175,331.5913787710889,28.0,92.8455860559049
164.87211401557474,421.2798249840806,28.658172800453194,26.060446142242448,326.2869563656221,52.0,169.66921731012349
138.36238095224968,404.45060754797197,128.1766728091838,43.226858238053524,326.62879452756783,41.0,133.9178057563028
67.99379419343185,329.7775951890078,62.4963610935685,23.83471338123546,304.7355645367596,36.0,109.70480323323346
150.47445621867365,353.43617002569886,118.28449092577786,38.301415931435244,314.72262615522584,83.0,261.21977970883745
193.18821191970355,334.98842222338715,45.14427390772781,21.040404485104325,291.52404377065136,80.0,233.21923501652108
75.28012800102329,417.18551880888265,139.5345666584255,28.75115094477235,349.99578308891904,38.0,132.99839757378925
172.89741967518637,300.23725744516355,57.64329306830044,34.93080540246872,258.06729307135737,43.0,110.96893602068367
113.00871297510554,446.9776643305545,34.933918431145855,23.556843480130976,355.97307562351574,28.0,99.6724611745844
128.80886044344922,313.05832657931916,116.41248745310986,35.77501667862481,305.3958044794855,6.0,18.32374826876913
101.47806373939946,391.85029744237386,88.22352423439241,26.46339229748395,332.89054098278876,16.0,53.262486557246206
135.95809915323707,315.2581296094554,149.6278443691285,40.65250416494427,299.03043148618093,44.0,131.57338985391962
119.28222030062004,328.8503416912389,95.44245241701961,38.25777569077781,291.82164048784904,93.0,271.3941256536996
116.18556849812602,367.9655090250433,95.76840833922758,42.492797584379616,329.41992774629506,55.0,181.18096026046226
119.24952389013494,354.7679155311885,98.09133179659105,42.12214599277265,321.61345234399437,6.0,19.29680714063966
159.24963951666123,421.139416891415,104.17322037367526,26.15382107954483,340.6861896299162,83.0,282.76953739283044
162.33420771147306,390.9959376794051,140.16103701070256,39.12350717219078,334.43346800962604,99.0,331.0891333295298
105.39830063824783,331.06829163591885,47.76176650386836,32.43524275223634,298.1037478954816,5.0,14.90518739477408
66.27221979193743,331.0117369548459,132.5458575305567,31.691297066657828,304.47806168732996,78.0,237.49288811611734
116.14954078150406,447.1862041733732,70.44162708726358,22.527499264161087,366.89511637497014,56.0,205.46126516998328
